name,category,type,city,street
26th Street & Rhode Island Street,other,yes,,
26th Street & South Van Ness Avenue,highway,bus_stop,,
26th Street & South Van Ness Avenue,other,yes,,
26th Street & Wisconsin Street,highway,bus_stop,,
26th Street & Wisconsin Street,other,yes,,
27,building,yes,,
27,highway,footway,,
27,highway,steps,,
274 Sagamore Street,highway,bus_stop,,
274 Sagamore Street,other,yes,,
275 Turk,building,apartments,,Turk Street
27th Street,highway,steps,,
28,highway,footway,,
28,highway,steps,,
280 Beale,building,apartments,San Francisco,Beale Street
280 Buckingham Way,highway,bus_stop,,
280 Buckingham Way,other,yes,,
2800,building,apartments,San Francisco,Van Ness Avenue
29 RBS,other,yes,,
29th & Diamond Open Space,leisure,park,,
29th Avenue & Vicente Street,highway,bus_stop,,
29th Avenue & Vicente Street,other,yes,,
2M Architecture,office,architect,,Cortland Avenue
2nd & King,amenity,bus_station,,
2nd & King,other,yes,,
2nd & King,other,yes,,
2nd Street & Brannan Street,highway,bus_stop,,
2nd Street & Brannan Street,other,yes,,
2nd Street & Harrison Street,highway,bus_stop,,
2nd Street & Harrison Street,other,yes,,
2nd Street & Harrison Street,other,yes,,
2nd Street & Howard Street,other,yes,,
2nd Street & Howard Street,other,yes,,
2nd Street & Market Street,other,yes,,
2nd Street & Stevenson Street,other,yes,,
2nd Street Gate,other,yes,,
2nd STREET Haight St,shop,clothes,,
2nd Street Stonestown Galleria,shop,clothes,,
2One2 California Dispensary,shop,cannabis,San Francisco,California Street
3,highway,footway,,
3,highway,steps,,
3 Bayside Village,building,apartments,,Bayside Village Place
3-way Russian Hill view,tourism,viewpoint,,
300 De Haro,landuse,construction,,De Haro Street
300 Ivy,building,residential,San Francisco,Ivy Street
300 Ivy,building,residential,San Francisco,Ivy Street
300FeetOut,office,company,,Folsom Street
301,building,yes,,Bryant Street
303 Second Street,building,yes,,2nd Street
303 Second Street Plaza,place,square,,
30th Avenue & Quintara Street,highway,bus_stop,,
30th Avenue & Quintara Street,other,yes,,
30th Avenue & Rivera Street,highway,bus_stop,,
30th Avenue & Rivera Street,other,yes,,
30th Avenue & Santiago Street,highway,bus_stop,,
30th Avenue & Santiago Street,other,yes,,
30th Avenue & Santiago Street,other,yes,,
30th Avenue & Taraval Street,highway,bus_stop,,
30th Avenue & Taraval Street,other,yes,,
30th Avenue & Taraval Street,other,yes,,
30th Avenue & Ulloa Street,highway,bus_stop,,
30th Avenue & Ulloa Street,other,yes,,
30th Street & Church Street,highway,bus_stop,,
30th Street & Church Street,other,yes,,
30th Street & Church Street,other,yes,,
30th Street & Dolores Street,highway,bus_stop,,
30th Street & Dolores Street,other,yes,,
30th Street & Mission Street,highway,bus_stop,,
30th Street & Mission Street,other,yes,,
30th Street & Noe Street,highway,bus_stop,,
30th Street & Noe Street,other,yes,,
30th Street & Sanchez Street,highway,bus_stop,,
30th Street & Sanchez Street,highway,stop,,
30th Street Senior Center,amenity,community_centre,San Francisco,30th Street
30th Street Senior Center,building,yes,,30th Street
3251 20th Avenue,highway,bus_stop,,
3251 20th Avenue,other,yes,,
328 Corbett Avenue,highway,bus_stop,,
328 Corbett Avenue,other,yes,,
32nd Avenue,highway,tertiary,,
32nd Avenue & Balboa Street,highway,bus_stop,,
32nd Avenue & Balboa Street,other,yes,,
32nd Avenue & California Street,highway,bus_stop,,
32nd Avenue & California Street,other,yes,,
32nd Avenue & Clement Street,highway,bus_stop,,
32nd Avenue & Clement Street,other,yes,,
32nd Avenue & Geary Boulevard,highway,bus_stop,,
32nd Avenue & Geary Boulevard,other,yes,,
33 Moffitt Street,highway,bus_stop,,
33 Moffitt Street,other,yes,,
33 New Montgomery,building,yes,San Francisco,New Montgomery Street
33 Tehama,building,residential,San Francisco,Tehama Street
330 Townsend,building,office,San Francisco,Townsend Street
331 Cortland Marketplace,amenity,food_court,,Cortland Avenue
333 Bush,building,yes,,Bush Street
333 Market,building,office,San Francisco,Market Street
33rd Ave Liquor,shop,alcohol,San Francisco,Geary Boulevard
33rd Avenue & Anza Street,highway,bus_stop,,
33rd Avenue & Anza Street,other,yes,,
33rd Avenue & Balboa Street,highway,bus_stop,,
33rd Avenue & Balboa Street,other,yes,,
33rd Avenue & Clement Street,highway,bus_stop,,
33rd Avenue & Clement Street,other,yes,,
33rd Avenue & Geary Boulevard,highway,bus_stop,,
33rd Avenue & Geary Boulevard,other,yes,,
33rd Avenue & Geary Boulevard,other,yes,,
34 Trinity Arts & News,shop,books,,Trinity Place
340 Fremont Street,building,yes,San Francisco,Fremont Street
341 Corbett Avenue,highway,bus_stop,,
341 Corbett Avenue,other,yes,,
345 Warren Drive,highway,bus_stop,,
345 Warren Drive,other,yes,,
34th Avenue,highway,tertiary,,
350 Bush St.,building,yes,San Francisco,Bush Street
350 Mission Street,building,commercial,San Francisco,Mission Street
350 Rhode Island,landuse,commercial,San Francisco,Rhode Island Street
350 Sansome,building,commercial,San Francisco,Sansome Street
355 Buena Vista Avenue East,highway,bus_stop,,
355 Buena Vista Avenue East,other,yes,,
356 Wilde Avenue,highway,bus_stop,,
356 Wilde Avenue,other,yes,,
360 Spear Street Data Center,building,data_center,San Francisco,Spear Street
361 TL Residences,building,apartments,San Francisco,Turk Street
365 Days Store,other,yes,,Geary Boulevard
365 Main Street Data Center,building,data_center,San Francisco,Main Street
36th Avenue,highway,secondary,,
36th Avenue,highway,tertiary,,
36th Avenue & Lincoln Way,highway,bus_stop,,
36th Avenue & Lincoln Way,other,yes,,
37th Avenue,highway,secondary,,
37th Avenue & Lincoln Way,highway,bus_stop,,
37th Avenue & Lincoln Way,other,yes,,
380 20th Avenue Dental Building,building,yes,,20th Avenue
3800 San Bruno Avenue,highway,bus_stop,,
3800 San Bruno Avenue,other,yes,,
3801 San Bruno Avenue,highway,bus_stop,,
3801 San Bruno Avenue,other,yes,,
388 Beale,building,yes,San Francisco,Beale Street
388 Market Building,building,yes,San Francisco,Market Street
399 Fremont,building,apartments,San Francisco,Fremont Street
39th Avenue,highway,residential,,
39th Avenue & Quintara Street,highway,bus_stop,,
39th Avenue & Quintara Street,other,yes,,
39th Avenue & Rivera Street,highway,bus_stop,,
39th Avenue & Rivera Street,other,yes,,
3R Automotive,shop,car_repair,,Bayshore Boulevard
3rd & Townsend Corner Store,shop,wine,,
3rd and Army,leisure,pitch,,
3rd Avenue,highway,steps,,
3rd Cousin,amenity,restaurant,,Cortland Avenue
3rd Street & 20th Street,highway,bus_stop,,
3rd Street & 20th Street,other,yes,,
3rd Street & 20th Street,other,yes,,
3rd Street & 22nd Street,highway,bus_stop,,
3rd Street & 22nd Street,other,yes,,
3rd Street & 23rd Street,highway,bus_stop,,
3rd Street & 23rd Street,other,yes,,
3rd Street & 23rd Street,other,yes,,
3rd Street & Bayview Street,highway,bus_stop,,
3rd Street & Bayview Street,other,yes,,
3rd Street & Brannan Street,highway,bus_stop,,
3rd Street & Brannan Street,other,yes,,
3rd Street & Bryant Street,highway,bus_stop,,
3rd Street & Bryant Street,other,yes,,
3rd Street & Carroll Avenue,highway,bus_stop,,
3rd Street & Carroll Avenue,other,yes,,
3rd Street & Carroll Avenue,other,yes,,
3rd Street & Evans Avenue,highway,bus_stop,,
3rd Street & Evans Avenue,other,yes,,
3rd Street & Evans Avenue,other,yes,,
3rd Street & Fitzgerald Avenue,highway,bus_stop,,
3rd Street & Fitzgerald Avenue,other,yes,,
3rd Street & Folsom Street,highway,bus_stop,,
3rd Street & Folsom Street,other,yes,,
3rd Street & Gene Friend Way,highway,bus_stop,,
3rd Street & Gene Friend Way,other,yes,,
3rd Street & Gene Friend Way,other,yes,,
3rd Street & Hudson Avenue,highway,bus_stop,,
3rd Street & Hudson Avenue,other,yes,,
3rd Street & Innes Avenue,highway,bus_stop,,
3rd Street & Innes Avenue,other,yes,,
3rd Street & Kirkwood Avenue,highway,bus_stop,,
3rd Street & Kirkwood Avenue,other,yes,,
3rd Street & La Salle Avenue,highway,bus_stop,,
3rd Street & La Salle Avenue,other,yes,,
3rd Street & Le Conte Avenue,highway,bus_stop,,
3rd Street & Le Conte Avenue,other,yes,,
3rd Street & Marin Street,highway,bus_stop,,
3rd Street & Marin Street,other,yes,,
3rd Street & Marin Street,other,yes,,
3rd Street & Mariposa Street,highway,bus_stop,,
3rd Street & Mariposa Street,other,yes,,
3rd Street & Mariposa Street,other,yes,,
3rd Street & Mission Rock Street,highway,bus_stop,,
3rd Street & Mission Rock Street,other,yes,,
3rd Street & Mission Street,highway,bus_stop,,
3rd Street & Mission Street,other,yes,,
3rd Street & Oakdale Avenue,highway,bus_stop,,
3rd Street & Oakdale Avenue,other,yes,,
3rd Street & Palou Avenue,highway,bus_stop,,
3rd Street & Palou Avenue,other,yes,,
3rd Street & Paul Avenue,highway,bus_stop,,
3rd Street & Paul Avenue,other,yes,,
3rd Street & Revere Avenue,highway,bus_stop,,
3rd Street & Revere Avenue,other,yes,,
3rd Street & Salinas Avenue,highway,bus_stop,,
3rd Street & Salinas Avenue,other,yes,,
3rd Street & Van Dyke Avenue,highway,bus_stop,,
3rd Street & Van Dyke Avenue,other,yes,,
3rd Street & Warriors Way,highway,bus_stop,,
3rd Street & Williams Avenue,highway,bus_stop,,
3rd Street & Williams Avenue,other,yes,,
3rd Street Islais Creek Bridge,other,yes,,
4,highway,footway,,
4,highway,steps,,
4 Bayside Village,building,apartments,,Bayside Village Place
4 Guys Electronics,shop,mobile_phone,,Polk Street
4 Star Theater,amenity,cinema,San Francisco,Clement Street
40 Crestline Drive,highway,bus_stop,,
40 Crestline Drive,other,yes,,
400 Grove,building,yes,San Francisco,Grove Street
400 Warren Drive,highway,bus_stop,,
400 Warren Drive,other,yes,,
407 Washington Boulevard,highway,bus_stop,,
407 Washington Boulevard,other,yes,,
4080 Mission Street,highway,bus_stop,,
4080 Mission Street,other,yes,,
410 Washington Boulevard,highway,bus_stop,,
410 Washington Boulevard,other,yes,,
414 Roosevelt Way,highway,bus_stop,,
414 Roosevelt Way,other,yes,,
415 Roosevelt Way,highway,bus_stop,,
415 Roosevelt Way,other,yes,,
41ross,tourism,gallery,San Francisco,Ross Alley
41st Avenue,highway,tertiary,,
425 Market,building,office,San Francisco,Market Street
42Floors,office,company,San Francisco,Folsom Street
42nd Avenue & Clement Street,highway,bus_stop,,
42nd Avenue & Clement Street,other,yes,,
43rd Avenue & Clement Street,highway,bus_stop,,
43rd Avenue & Clement Street,other,yes,,
43rd Avenue & Point Lobos Avenue,highway,bus_stop,,
43rd Avenue & Point Lobos Avenue,other,yes,,
44 Montgomery Street,building,office,,Montgomery Street
440 Brannan Studio/Boutique,shop,clothes,,
45 Fremont Center,building,office,San Francisco,Fremont Street
450 Hayes,building,yes,San Francisco,Hayes Street
450 South Street Garage,amenity,parking,,Warriors Way
450 Sutter parking,amenity,parking,San Francisco,Sutter Street
4505 Burgers & BBQ,amenity,restaurant,San Francisco,Divisadero Street
455 Mission Bay Boulevard South,highway,bus_stop,,
455 Mission Bay Boulevard South,other,yes,,
455 Warren Drive,highway,bus_stop,,
455 Warren Drive,other,yes,,
45th & Lincoln Blue Boat Playground,leisure,playground,,
45th Avenue,highway,residential,,
45th Avenue & Balboa Street,highway,bus_stop,,
45th Avenue & Balboa Street,other,yes,,
45th Avenue & Cabrillo Street,highway,bus_stop,,
45th Avenue & Cabrillo Street,other,yes,,
46,building,yes,,
46 Addison Street,highway,bus_stop,,
46 Addison Street,other,yes,,
462 Duboce Apartments,amenity,social_facility,,Duboce Avenue
46Mile,office,advertising_agency,San Francisco,Mission Street
46th Avenue & Irving Street,highway,bus_stop,,
46th Avenue & Irving Street,other,yes,,
46th Avenue & Judah Street,highway,bus_stop,,
46th Avenue & Judah Street,other,yes,,
46th Avenue & Judah Street,other,yes,,
46th Avenue & Kirkham Street,highway,bus_stop,,
46th Avenue & Kirkham Street,other,yes,,
46th Avenue & Kirkham Street,other,yes,,
46th Avenue & Lawton Street,highway,bus_stop,,
46th Avenue & Lawton Street,other,yes,,
46th Avenue & Lincoln Way,highway,bus_stop,,
46th Avenue & Lincoln Way,other,yes,,
46th Avenue & Moraga Street,highway,bus_stop,,
46th Avenue & Moraga Street,other,yes,,
46th Avenue & Noriega Street,highway,bus_stop,,
46th Avenue & Noriega Street,other,yes,,
46th Avenue & Ortega Street,highway,bus_stop,,
46th Avenue & Ortega Street,other,yes,,
46th Avenue & Pacheco Street,highway,bus_stop,,
46th Avenue & Pacheco Street,other,yes,,
46th Avenue & Quintara Street,highway,bus_stop,,
46th Avenue & Quintara Street,other,yes,,
46th Avenue & Rivera Street,highway,bus_stop,,
46th Avenue & Rivera Street,other,yes,,
46th Avenue & Rivera Street,other,yes,,
46th Avenue & Santiago Street,highway,bus_stop,,
46th Avenue & Santiago Street,other,yes,,
46th Avenue & Taraval Street,highway,bus_stop,,
46th Avenue & Taraval Street,highway,stop,,
46th Avenue & Taraval Street,other,yes,,
46th Avenue & Ulloa Street,highway,bus_stop,,
46th Avenue & Ulloa Street,highway,stop,,
46th Avenue & Ulloa Street,other,yes,,
46th Avenue & Ulloa Street,other,yes,,
46th Avenue & Vicente Street,highway,bus_stop,,
46th Avenue & Vicente Street,highway,stop,,
46th Avenue & Vicente Street,other,yes,,
46th Avenue & Wawona Street,highway,bus_stop,,
46th Avenue & Wawona Street,other,yes,,
47,building,yes,,
47 MLB,other,yes,,
475 Sansome Street,building,yes,San Francisco,Sansome Street
47th Avenue,highway,unclassified,,
47th Avenue & Cutler Avenue,other,yes,,
47th Avenue & Wawona Street,highway,bus_stop,,
47th Avenue & Wawona Street,other,yes,,
48th Avenue,highway,tertiary,,
48th Avenue & Point Lobos Avenue,highway,bus_stop,,
48th Avenue & Point Lobos Avenue,other,yes,,
490 Avenue of the Palms,building,condominium,San Francisco,Avenue of the Palms
4th & King,other,yes,,
"4th & King crossover to 11,12",other,yes,,
"4th & King crossover to 8,9,10",other,yes,,
"4th & King crossover to 9,10",other,yes,,
"4th & King crossover to 9,10,11,12",other,yes,,
4th & King Track 1,other,yes,,
4th & King Track 10,other,yes,,
4th & King Track 11,other,yes,,
4th & King Track 12,other,yes,,
4th & King Track 2,other,yes,,
4th & King Track 3,other,yes,,
4th & King Track 4,other,yes,,
4th & King Track 8,other,yes,,
4th & King Track 9,other,yes,,
4th Street & Berry Street,highway,bus_stop,,
4th Street & Berry Street,other,yes,,
4th Street & Brannan Street,highway,bus_stop,,
4th Street & Brannan Street,other,yes,,
4th Street & Folsom Street,highway,bus_stop,,
4th Street & Folsom Street,other,yes,,
4th Street & King Street,highway,bus_stop,,
4th Street & King Street,other,yes,,
4th Street & Market Street,highway,bus_stop,,
4th Street & Market Street,other,yes,,
4th Street & Mission Street,highway,bus_stop,,
4th Street & Mission Street,other,yes,,
4th Street & Townsend Street,highway,bus_stop,,
4th Street & Townsend Street,other,yes,,
4th Street Bridge,other,yes,,
5,highway,footway,,
5,highway,steps,,
50 Beale Street,building,commercial,San Francisco,Beale Street
50 Beale Street Plaza,leisure,park,,
50 California Street,building,commercial,San Francisco,California Street
50 Fremont Center,building,office,San Francisco,Fremont Street
50 Jones,building,apartments,,
50 Jones Dog Jog,leisure,dog_park,San Francisco,Jones Street
50 Thomas Mellon Circle,highway,bus_stop,,
50 Thomas Mellon Circle,other,yes,,
500 Beale,building,apartments,,Beale Street
500 Club,amenity,bar,San Francisco,Guerrero Street
500 Folsom,building,yes,San Francisco,Folsom Street
500 Parnassus Avenue,highway,bus_stop,,
500 Parnassus Avenue,other,yes,,
501 Delancey,building,apartments,,Delancey Street
505 8th Avenue Beauty Salon,shop,hairdresser,,8th Avenue
510,building,residential,,Stockton Street
513 Parnassus Avenue,highway,bus_stop,,
513 Parnassus Avenue,other,yes,,
515 John Muir Drive,highway,bus_stop,,
515 John Muir Drive,other,yes,,
5157 Diamond Heights Boulevard,highway,bus_stop,,
5157 Diamond Heights Boulevard,other,yes,,
516-518 Coin Op,shop,laundry,San Francisco,Frederick Street
516-518 CoinOp Laundromat,shop,laundry,San Francisco,Frederick Street
525,building,apartments,San Francisco,Stockton Street
539 Corbett Avenue,highway,bus_stop,,
539 Corbett Avenue,other,yes,,
54 Mint,amenity,restaurant,San Francisco,Mint Plaza
540 Club,amenity,bar,San Francisco,Clement Street
550 California Sacramento Tower,building,yes,,
550 California Street Parking Garage,amenity,parking,,
555 Bartlett,building,apartments;commercial;yes,San Francisco,Bartlett Street
555 California Street,tourism,landmark,,California Street
555 Market Street,building,yes,San Francisco,Market Street
555 Mission Street,building,yes,,Mission Street
555 Myra Way,highway,bus_stop,,
555 Myra Way,other,yes,,
560 Mission Street Plaza,place,square,,
570 Beale,building,apartments,,Beale Street
58 Alta Vista Way,highway,bus_stop,,
58 Alta Vista Way,other,yes,,
58 Social,amenity,bar,,Willie Mays Plaza
580 Hayes,building,yes,San Francisco,Hayes Street
5A5 Steak House,amenity,restaurant,,
5th and Mission Garage,amenity,parking,,
5th Ave Deli & Market,amenity,fast_food,San Francisco,
5th Avenue Entrance,highway,cycleway,,
5th Avenue Entrance,highway,footway,,
